time,Bx,By,Bz,BT
0.003663,-324.38,18.38,12.75,325.15
0.009158,-323.62,19.95,14.78,324.58
0.020661,-322.73,22.05,17.48,323.95
0.027981,-321.75,24.38,20.85,323.34
0.039549,-320.78,26.93,24.75,322.85
0.047039,-320.78,26.93,24.75,322.85
0.05712,-319.58,30.08,29.55,322.34
0.066329,-318.83,33.38,34.73,322.44
0.076534,-318.15,36.98,40.65,322.86
0.085911,-317.7,41.18,47.25,323.82
0.095754,-317.62,45.53,54.15,325.41
0.108827,-318.15,49.95,61.35,327.84
0.115593,-319.05,54.75,68.85,330.95
0.124887,-320.93,59.48,76.58,335.25
0.136024,-323.62,64.05,84.15,340.47
0.144162,-327.08,68.33,91.28,346.38
0.154332,-331.43,72.38,97.95,353.09
0.163842,-336.53,75.75,104.18,360.33
0.174113,-342.6,78.75,109.65,368.24
0.183246,-349.05,81.53,114.23,376.2
0.193594,-356.25,83.48,118.13,384.49
0.202915,-363.6,84.68,121.05,392.46
0.21267,-371.03,85.35,122.93,400.07
0.221416,-378.38,85.35,124.13,407.26
0.233582,-385.5,85.05,124.58,413.96
0.243244,-392.4,84.45,124.35,420.21
0.252622,-398.78,83.48,123.98,425.86
0.259993,-404.63,82.05,123.08,430.81
0.269946,-409.73,80.78,121.88,435.03
0.279357,-414.15,79.73,120.68,438.68
0.289517,-418.28,78.68,119.25,442
0.298374,-421.58,77.78,118.28,444.71
0.309146,-424.5,76.73,117.45,447.08
0.319236,-426.75,76.12,116.63,448.9
0.328629,-428.48,75.45,116.18,450.31
0.337816,-429.53,75.23,115.95,451.21
0.348193,-429.53,75.23,115.95,451.21
0.356581,-430.05,75.15,115.73,451.64
0.370269,-429.9,75.08,116.03,451.57
0.378359,-429,75.45,116.85,450.99
0.386125,-427.5,76.12,117.68,449.89
0.396407,-425.25,77.25,118.65,448.2
0.409475,-422.25,78.15,119.85,445.83
0.415281,-418.43,79.28,120.83,442.68
0.425354,-414.08,80.33,122.25,439.15
0.436328,-408.3,81.68,123.75,434.39
0.444401,-401.85,82.65,124.35,428.69
0.454032,-394.88,83.25,124.73,422.39
0.464362,-387.53,83.62,124.28,415.47
0.473668,-379.58,83.55,122.85,407.61
0.483371,-371.62,83.18,120.98,399.57
0.493818,-363.45,82.28,118.35,390.99
0.502836,-355.5,80.62,114.45,382.07
0.512133,-348.6,78.45,109.95,373.85
0.521696,-342.53,75.75,104.93,366.16
0.531158,-336.83,72.45,99.15,358.51
0.541865,-331.65,68.85,93.15,351.3
0.551208,-327.38,65.03,86.78,344.87
0.561306,-324,60.98,79.95,339.24
0.569476,-321.3,56.48,72.75,334.24
0.582347,-319.43,52.35,65.85,330.32
0.589408,-318.3,47.85,58.95,327.23
0.599311,-317.55,43.65,52.05,324.73
0.609516,-317.4,39.75,45.68,323.12
0.625727,-317.93,35.85,39.23,322.34
0.628301,-318.68,32.03,33.75,322.05
0.637684,-319.58,28.88,28.88,322.17
0.647169,-319.58,28.88,28.88,322.17
0.657491,-320.85,26.03,24.15,322.81
0.666231,-321.98,23.25,19.88,323.42
0.676615,-322.95,21.15,16.43,324.06
0.686396,-323.93,19.43,13.65,324.79
0.696496,-324.53,18.15,11.55,325.24
0.707177,-325.12,17.25,10.12,325.74
0.715737,-325.73,16.65,9.15,326.28
0.7258,-325.88,16.12,8.55,326.39
0.74301,-325.73,16.28,8.62,326.25
0.745126,-325.43,16.88,9.68,326.01
0.754559,-324.98,17.48,10.65,325.62
0.763623,-324.3,18.68,12.38,325.07
0.77396,-323.85,19.73,14.33,324.77
0.782601,-322.58,21.75,17.48,323.78
0.792516,-321.23,24.08,20.85,322.8
0.802792,-320.1,26.85,25.05,322.2
0.812253,-318.9,29.63,29.85,321.66
0.821192,-318.15,32.85,35.25,321.78
0.831523,-317.4,36.68,41.03,322.13
0.841471,-317.18,40.35,47.18,323.19
0.854238,-317.18,44.55,53.78,324.77
0.860047,-318,48.75,60.15,327.29
0.869783,-319.28,53.25,67.35,330.62
0.879157,-321.15,57.83,74.25,334.66
0.889549,-324,62.25,81.15,339.76
0.899615,-327.3,66.53,87.98,345.38
0.909535,-331.58,70.58,94.65,351.97
0.918236,-336.53,74.25,100.95,359.1
0.928848,-342,77.33,106.73,366.52
0.938235,-342,77.33,106.73,366.52
0.948244,-349.2,79.95,111.83,375.28
0.956884,-356.62,82.05,115.95,383.87
0.969397,-364.8,83.33,119.18,392.71
0.976009,-372.98,84.45,121.65,401.3
0.986121,-381.08,84.83,123.45,409.45
0.996324,-389.03,84.68,124.13,417.03
1.006363,-396.38,84.08,124.35,423.85
1.015765,-403.58,83.25,123.98,430.32
1.025789,-409.05,82.05,123.15,434.99
1.034875,-414.08,80.93,122.33,439.28
1.045419,-418.05,79.95,121.28,442.57
1.055216,-421.65,78.75,119.93,445.39
1.063467,-424.5,77.78,118.65,447.58
1.072879,-426.6,77.03,117.45,449.13
1.08394,-428.18,76.65,116.78,450.38
1.092069,-429,75.98,115.88,450.82
1.102554,-429.45,75.83,115.35,451.09
1.112001,-429.23,75.75,115.35,450.86
1.123301,-428.33,75.83,115.35,450.02
1.132195,-426.75,76.28,116.03,448.77
1.153883,-424.58,76.88,116.85,447.02
1.155855,-421.95,77.55,118.05,444.96
1.160307,-418.65,78.38,119.25,442.3
1.169724,-414.9,79.73,120.75,439.41
1.178942,-409.88,80.85,122.25,435.29
1.188386,-404.78,81.98,123.45,431.05
1.19856,-398.78,82.95,124.58,425.94
1.208051,-392.25,83.85,125.25,420.21
1.218113,-385.73,84.15,125.25,414.19
1.2279,-378.3,84.45,124.65,407.16
1.238839,-378.3,84.45,124.65,407.16
1.255697,-371.03,84.23,123.45,399.99
1.257461,-363.45,83.25,121.35,392.11
1.277567,-356.78,81.98,118.05,384.64
1.278761,-349.88,79.88,113.78,376.48
1.285461,-343.8,77.03,108.45,368.64
1.295235,-338.1,73.73,102.53,360.91
1.30437,-332.7,70.35,96.15,353.39
1.316284,-328.88,66.08,88.95,347.04
1.324901,-325.35,61.65,81.45,341.01
1.335233,-322.65,57.15,73.73,335.86
1.344278,-320.55,52.58,66.45,331.56
1.354532,-319.43,48.38,59.48,328.5
1.364279,-318.75,44.25,52.58,326.07
1.373238,-318.68,40.28,45.83,324.46
1.38927,-319.05,36.38,39.75,323.57
1.392401,-319.43,32.85,34.35,322.94
1.416864,-320.18,29.78,29.48,322.9
1.418064,-321.15,26.78,25.05,323.24
1.421076,-322.12,24.15,21.23,323.73
1.431091,-322.88,21.75,17.78,324.09
1.439818,-323.55,19.73,15.23,324.51
1.450626,-324.08,18.23,12.98,324.85
1.461068,-324.38,17.18,11.33,325.03
1.470071,-324.53,16.65,10.35,325.12
1.480931,-324.45,16.43,10.05,325.02
1.489782,-324.23,16.65,10.05,324.81
1.499221,-323.62,17.18,10.73,324.26
1.508524,-323.18,18.23,12.45,323.93
1.521482,-322.65,19.65,14.55,323.58
1.528566,-322.05,21.23,17.48,323.22
1.547775,-322.05,21.23,17.48,323.22
1.548578,-321.3,23.48,20.85,322.83
1.556795,-320.62,25.95,24.75,322.62
1.567252,-319.88,28.58,28.73,322.43
1.580858,-319.2,31.73,33.98,322.57
1.586372,-318.68,35.48,39.15,323.02
1.596629,-318.23,39.15,44.62,323.71
1.605735,-318.38,43.12,50.78,325.27
1.614929,-318.98,47.62,57.15,327.54
1.625278,-319.88,52.13,64.05,330.36
1.637801,-321.45,56.55,70.95,334.01
1.646374,-323.78,60.98,78.23,338.63
1.663172,-326.7,65.48,85.35,343.95
1.664485,-330.83,69.45,92.48,350.46
1.672024,-335.48,73.05,99.45,357.45
1.682057,-340.5,76.65,105.68,364.67
1.691603,-346.2,79.58,111.45,372.3
1.701951,-352.88,81.83,116.25,380.43
1.711462,-359.55,83.93,120.38,388.34
1.721708,-366.75,85.28,123.53,396.28
1.732133,-374.1,85.88,125.55,403.84
1.740234,-381.23,86.18,126.75,410.88
1.755892,-388.43,85.88,127.05,417.6
1.760262,-395.25,85.05,126.75,423.7
1.788061,-401.48,83.85,125.78,428.99
1.789738,-407.18,82.43,124.05,433.56
1.790871,-412.2,81.08,122.25,437.52
1.799568,-416.7,79.65,120.45,441.01
1.808087,-420.3,78.45,118.95,443.8
1.817736,-423.38,77.03,117.38,446.05
1.826818,-423.38,77.03,117.38,446.05
1.837385,-425.4,76.12,115.95,447.44
1.848942,-427.28,75.15,115.05,448.83
1.856612,-428.4,74.85,114.23,449.64
1.866697,-429,74.62,114.15,450.16
1.876605,-429.15,74.55,114.45,450.36
1.88799,-428.4,74.78,114.83,449.78
1.91917,-427.2,75.38,115.73,448.97
1.92085,-425.1,76.12,117.08,447.45
1.921485,-422.63,77.18,118.43,445.64
1.923886,-419.1,78.75,120.08,443.02
1.934235,-415.28,79.95,121.95,440.13
1.943124,-410.55,81.23,123.68,436.4
1.953739,-405.38,82.65,125.03,432.19
1.962449,-399.53,83.85,126.15,427.28
1.972234,-392.33,84.45,126.15,420.67
1.98181,-384.9,84.75,125.85,413.73
1.991714,-376.95,84.53,124.28,405.81
2.000954,-369,83.55,121.95,397.51
2.012866,-361.12,82.05,118.65,388.87
2.020509,-353.4,80.03,114.38,379.97
2.030507,-346.05,77.25,109.35,371.05
2.039733,-339.3,74.25,103.58,362.44
2.049798,-334.2,70.65,97.35,355.19
2.058979,-329.78,66.75,90.45,348.41
2.069676,-326.18,62.55,83.48,342.45
2.079817,-323.48,58.05,76.12,337.34
2.088714,-321.3,53.63,68.78,332.93
2.098387,-320.03,49.28,61.43,329.57
2.108264,-319.28,44.93,54.38,326.97
2.118169,-318.98,40.65,47.55,325.05
2.137107,-318.98,40.65,47.55,325.05
2.137925,-319.05,36.75,41.48,323.83
2.161865,-319.43,32.85,35.62,323.08
2.163047,-319.95,29.55,30.45,322.75
2.16589,-320.55,26.85,25.88,322.71
2.175646,-321.3,24.23,22.05,322.97
2.185682,-321.98,22.05,18.68,323.27
2.195278,-322.88,20.03,15.83,323.88
2.204827,-323.4,18.45,13.65,324.21
2.216741,-323.93,17.25,11.55,324.59
2.22518,-324.38,16.65,10.65,324.98
2.234063,-324.68,16.05,10.05,325.23
2.252007,-324.9,15.75,9.75,325.43
2.252899,-324.98,16.05,9.83,325.52
2.280354,-324.9,16.65,10.43,325.49
2.28203,-324.3,17.55,11.55,324.98
2.28251,-323.85,18.75,13.58,324.68
2.29118,-323.25,20.48,16.12,324.3
2.301444,-322.35,22.35,18.83,323.67
2.310744,-321.53,25.13,22.65,323.3
2.320582,-320.78,28.05,27.15,323.14
2.330119,-319.73,31.13,31.95,322.82
2.34017,-318.75,34.58,37.65,322.82
2.350106,-318.23,38.55,43.65,323.51
2.367878,-318.08,42.68,50.18,324.82
2.369884,-318.23,47.03,56.85,326.67
2.38799,-319.2,51.75,64.28,329.69
2.389224,-320.48,56.03,71.25,333.05
2.398113,-322.28,60.68,78.45,337.19
2.407834,-325.28,64.95,85.95,342.65
2.418007,-329.4,69.38,92.85,349.2
2.427584,-329.4,69.38,92.85,349.2
2.437633,-333.75,73.28,99.38,355.86
2.446763,-338.85,76.88,105.38,363.09
2.457129,-344.85,79.65,110.63,370.81
2.465763,-351.08,82.28,115.28,378.56
2.47754,-358.12,83.93,118.95,386.58
2.48565,-366.38,84.83,121.73,395.28
2.495426,-374.33,85.35,123.45,403.29
2.505396,-381.9,85.12,124.65,410.65
2.518185,-389.63,84.53,125.03,417.83
2.525182,-396.98,83.62,124.43,424.34
2.543751,-403.5,82.58,123.75,430.05
2.544908,-409.8,81.08,122.03,435.2
2.553067,-415.5,79.65,120.45,439.88
2.562227,-419.33,78.45,118.88,442.85
2.572416,-422.7,77.33,117.38,445.46
2.582218,-425.48,76.35,115.95,447.55
2.599993,-427.13,75.75,115.05,448.79
2.601199,-428.55,75.15,114.45,449.89
2.628675,-429.45,74.93,114.38,450.69
2.630736,-429.38,75.23,114.53,450.71
2.631222,-428.63,75.68,115.05,450.2
2.639629,-427.43,76.35,116.25,449.48
2.650162,-425.55,77.18,117.45,448.16
2.660283,-423.23,78.15,118.88,446.5
2.669223,-420.45,79.35,120.45,444.5
2.678659,-416.7,80.85,121.88,441.62
2.688501,-412.2,82.12,123.38,438.04
2.697709,-407.1,83.18,124.88,433.87
2.710984,-401.33,84.23,125.85,428.95
2.717218,-401.33,84.23,125.85,428.95
2.727468,-395.03,85.28,126.15,423.36
2.737064,-388.35,85.65,126.15,417.21
2.746954,-381.15,85.88,125.33,410.31
2.756057,-373.8,85.28,123.98,402.95
2.76775,-366.53,84.15,121.65,395.25
2.776286,-359.4,82.65,118.43,387.33
2.786851,-352.65,80.78,114.45,379.45
2.794812,-346.35,78.23,109.65,371.62
2.80554,-340.58,75.08,103.95,363.91
2.815356,-335.48,71.62,98.18,356.81
2.827026,-330.83,67.88,91.35,349.85
2.834681,-327.23,63.53,84.23,343.81
2.845471,-324.23,59.25,77.03,338.47
2.853315,-321.83,54.83,69.53,333.78
2.862725,-320.1,50.33,62.25,329.96
2.872004,-319.05,45.75,55.35,327.03
2.883738,-318.6,41.85,48.53,324.98
2.891607,-318.45,38.18,42.15,323.49
2.901551,-318.9,34.58,36.75,322.87
2.911858,-319.28,31.35,31.35,322.34
2.921484,-320.03,28.35,26.85,322.4
2.931282,-321,25.65,22.73,322.82
2.943334,-322.05,23.25,19.35,323.47
2.95047,-322.88,21.15,16.35,323.98
2.960911,-323.62,19.35,14.18,324.51
2.969842,-324.15,17.85,12.23,324.87
2.986038,-324.68,16.73,11.03,325.29
2.988632,-325.28,16.05,10.43,325.84
2.998622,-325.28,16.12,10.35,325.84
3.008591,-325.05,16.65,10.95,325.66
3.017825,-325.05,16.65,10.95,325.66
3.026831,-324.68,17.55,11.85,325.36
3.03668,-323.93,18.98,13.65,324.77
3.04729,-323.33,20.55,15.98,324.37
3.056314,-322.73,22.35,18.75,324.04
3.065511,-321.6,24.75,22.12,323.31
3.076079,-320.62,27.68,26.33,322.89
3.084724,-319.65,30.75,30.98,322.62
3.094888,-318.9,34.05,36.38,322.77
3.105176,-318.23,37.73,42.38,323.24
3.116553,-318.15,41.62,48.68,324.53
3.128224,-318.08,46.05,55.35,326.12
3.134156,-318.45,50.55,62.63,328.46
3.143387,-319.8,55.13,69.83,331.94
3.152844,-321.68,59.85,76.95,336.12
3.162455,-324.45,64.05,84.23,341.27
3.172545,-327.9,68.55,91.05,347.14
3.182461,-332.25,72.45,97.73,353.82
3.191498,-337.2,76.05,103.88,360.94
3.20135,-342.98,79.28,109.35,368.61
3.210964,-349.35,81.68,113.78,376.38
3.2211,-356.25,83.55,117.68,384.37
3.231026,-363.38,84.68,121.05,392.26
3.24103,-370.73,85.35,123.15,399.86
3.250238,-378.08,85.35,124.73,407.16
3.259147,-385.28,85.28,125.18,413.98
3.269595,-392.33,84.38,125.25,420.39
3.278808,-398.63,83.48,124.88,425.99
3.288311,-404.48,82.35,124.05,431.01
3.297926,-409.58,81.15,122.93,435.26
3.307635,-409.58,81.15,122.93,435.26
3.316892,-414.3,79.95,121.43,439.07
3.327339,-418.35,78.75,120.08,442.31
3.336188,-421.8,77.55,118.65,444.98
3.347076,-424.28,76.58,117.75,446.92
3.356458,-426.3,75.98,116.85,448.51
3.366422,-427.88,75.45,115.95,449.68
3.375373,-428.7,75.45,115.73,450.41
3.385735,-429.15,75.68,115.65,450.86
3.394809,-428.7,75.98,116.03,450.57
3.405826,-427.58,76.65,116.78,449.81
3.414384,-426,77.48,117.68,448.69
3.424501,-423.83,78.15,118.35,446.92
3.433997,-420.98,79.28,119.55,444.74
3.44453,-417.53,80.25,121.05,442.06
3.453124,-413.55,81.38,122.25,438.85
3.463762,-408.53,82.28,123.68,434.69
3.472835,-402.83,83.33,124.58,429.8
3.48225,-396.83,84.08,125.25,424.53
3.491758,-390.08,84.75,125.55,418.45
3.501871,-383.25,85.05,125.25,412.07
3.512449,-375.08,84.53,123.45,403.81
3.521677,-366.9,83.48,120.45,395.08
3.529863,-358.73,81.75,116.78,386.01
3.542502,-351,79.43,112.13,376.94
3.550699,-343.95,76.58,106.88,368.22
3.559581,-337.5,73.12,100.58,359.68
3.569183,-331.65,69.38,93.45,351.48
3.580596,-326.7,64.95,86.03,344.02
3.588467,-323.4,60.75,79.05,338.42
3.598711,-320.78,56.25,72.08,333.55
3.608322,-320.78,56.25,72.08,333.55
3.618686,-319.28,51.75,64.73,329.85
3.628862,-318.38,47.62,57.75,327.06
3.637169,-318.08,43.35,50.85,325.02
3.646323,-318,39.45,44.33,323.49
3.657707,-318.53,35.62,38.48,322.81
3.66542,-318.98,32.33,33.08,322.31
3.675346,-319.8,29.25,28.35,322.38
3.684445,-320.93,26.25,23.85,322.88
3.696508,-321.9,23.85,20.25,323.42
3.705675,-322.88,21.68,17.03,324.05
3.715866,-323.62,19.73,14.48,324.55
3.72379,-324.38,18.38,12.53,325.14
3.734641,-324.98,17.25,11.48,325.63
3.744379,-325.65,16.35,10.58,326.23
3.753704,-325.88,15.98,10.05,326.42
3.762438,-325.73,16.05,10.35,326.28
3.77581,-325.43,16.35,10.95,326.02
3.781437,-324.83,17.25,11.93,325.5
3.791837,-324.08,18.45,13.88,324.9
3.801058,-323.4,19.65,16.05,324.39
3.811087,-322.05,21.68,18.53,323.31
3.821249,-320.85,23.93,22.05,322.5
3.830227,-319.73,26.55,26.18,321.89
3.83973,-318.98,29.63,30.53,321.8
3.849461,-318.3,33.15,35.55,321.99
3.858996,-317.7,36.68,41.55,322.5
3.869086,-317.48,40.58,47.55,323.57
3.878238,-317.33,45.08,54.15,325.05
3.897058,-318.3,49.35,60.98,327.82
3.89897,-319.58,53.93,68.03,331.15
3.919249,-319.58,53.93,68.03,331.15
3.921477,-321.6,58.58,74.93,335.37
3.92785,-324.23,62.85,82.05,340.3
3.936358,-327.45,66.98,89.18,345.92
3.946442,-331.95,70.95,95.85,352.72
3.955669,-336.68,74.33,102.23,359.62
3.965309,-342.53,77.33,107.85,367.33
3.975802,-348.83,79.95,112.73,375.2
3.985188,-355.35,82.05,117.15,383.05
3.994617,-362.1,83.55,120.75,390.74
4.004839,-369.08,84.53,123.45,398.25
4.013756,-376.05,85.12,125.18,405.37
4.024258,-383.62,85.05,125.85,412.6
4.032828,-391.28,84.38,126.08,419.65
4.044864,-398.1,83.55,125.85,425.8
4.053341,-404.25,82.65,125.03,431.14
4.063403,-409.88,81.15,123.53,435.71
4.072449,-415.2,79.88,121.95,440.05
4.08281,-419.55,78.45,120.23,443.43
4.091953,-423.3,77.03,118.65,446.31
4.101641,-425.48,76.05,117.23,447.83
4.110394,-426.98,75.45,116.33,448.92
4.123614,-427.8,74.93,115.65,449.45
4.129737,-428.33,74.55,115.05,449.73
4.139741,-428.25,74.78,115.05,449.7
4.148889,-427.35,75.08,115.35,448.97
4.159492,-425.78,75.75,116.18,447.79
4.168131,-423.9,76.73,117.23,446.45
4.179693,-421.13,77.85,118.73,444.41
4.188284,-417.75,79.12,119.85,441.75
4.198196,-417.75,79.12,119.85,441.75
