time,Bx,By,Bz,BT
0.003413,-32.4,-143.55,104.63,180.56
0.012455,-33.08,-142.2,105.75,180.27
0.014351,-33.6,-140.85,106.95,180.02
0.023538,-34.58,-139.35,108.23,179.8
0.032485,-35.4,-137.55,109.65,179.43
0.043743,-36.6,-135.75,111.45,179.41
0.052545,-37.88,-134.1,112.95,179.37
0.06367,-38.85,-132.15,114.53,179.13
0.071734,-40.05,-130.12,116.33,179.08
0.081531,-41.55,-128.33,118.05,179.25
0.091135,-43.2,-126.45,119.93,179.55
0.100442,-44.55,-124.8,121.43,179.73
0.110574,-46.2,-123.53,123,180.34
0.120186,-47.7,-121.95,124.35,180.58
0.129834,-49.35,-120.53,125.7,181
0.139379,-50.85,-119.33,126.75,181.36
0.149102,-52.65,-118.13,127.73,181.77
0.158967,-54.3,-117.15,128.55,182.2
0.169612,-55.95,-116.55,129.23,182.79
0.178926,-57.75,-115.8,129.75,183.25
0.189798,-59.48,-115.2,130.2,183.74
0.198737,-60.75,-114.75,130.43,184.03
0.207825,-61.95,-114.45,130.43,184.25
0.21854,-63.6,-114.23,130.65,184.83
0.227038,-64.2,-114.15,130.73,185.04
0.238324,-64.8,-114.3,130.65,185.29
0.246161,-64.8,-114.3,130.65,185.29
0.255652,-65.18,-114.6,130.35,185.4
0.265223,-65.55,-114.83,130.05,185.46
0.275655,-65.55,-115.05,129.6,185.28
0.289742,-65.55,-115.43,129.23,185.25
0.294359,-65.48,-115.8,129.15,185.41
0.303372,-64.65,-115.95,128.93,185.06
0.313832,-64.5,-116.55,128.55,185.12
0.325599,-64.05,-116.55,128.1,184.65
0.333689,-63.38,-116.55,127.65,184.11
0.342548,-62.18,-116.55,127.65,183.7
0.353217,-61.28,-116.85,127.43,183.43
0.361738,-60.15,-117,127.35,183.1
0.372358,-58.8,-117.15,126.9,182.44
0.381074,-57.45,-117.75,126.3,181.98
0.391811,-55.95,-117.9,126.15,181.51
0.401473,-54.3,-118.73,126.15,181.54
