time,Bx,By,Bz,BT
0.0034,-57.98,45.23,68.55,100.53
0.013441,-57.83,47.03,70.95,102.9
0.020431,-57.75,49.13,74.25,106.12
0.030101,-57.3,51.83,78.15,109.89
0.042404,-56.55,54.98,82.58,114.19
0.049153,-55.65,58.13,87.53,118.9
0.059785,-54.38,62.03,93.23,124.48
0.06897,-52.65,66.53,99.68,130.89
0.078945,-49.88,71.03,106.13,137.09
0.087927,-46.2,75.83,112.88,143.61
0.097905,-41.85,81.15,119.85,150.67
0.107189,-36.23,86.33,126.75,157.57
0.117067,-29.55,91.65,133.65,164.73
0.12683,-21.9,96.75,139.65,171.3
0.136687,-13.05,101.25,144.98,177.31
0.148682,-3.08,104.85,149.18,182.36
0.15748,7.05,107.93,151.95,186.51
0.16581,17.78,110.25,153.53,189.84
0.175452,28.65,111.23,153.23,191.49
0.185032,39.3,111.38,151.65,192.22
0.194689,50.48,109.58,147.08,190.22
0.203892,50.48,109.58,147.08,190.22
0.214955,69.6,103.13,134.03,182.87
0.224155,77.1,98.85,125.93,177.69
0.234196,83.62,93.75,117.15,171.77
0.242757,88.8,88.35,108.15,165.49
0.253069,88.8,88.35,108.15,165.49
0.262915,92.85,82.73,98.85,158.86
0.272712,95.62,77.03,89.78,152.11
0.28328,96.3,72.08,82.28,145.73
0.291875,96.6,67.28,75.15,139.66
0.301,96.53,63.08,68.78,134.26
0.311313,96.3,59.03,62.93,129.29
0.320851,95.48,55.43,57.98,124.69
0.331381,94.65,52.13,53.63,120.63
0.34876,93.9,49.35,49.95,117.25
0.35134,92.85,47.03,46.95,114.18
0.359312,92.25,45.23,44.55,111.98
0.369061,91.35,43.73,42.38,109.78
0.37869,90.83,42.45,40.65,108.18
0.388801,90.3,41.85,39.83,107.2
0.397499,90.23,41.55,39.75,106.99
0.408272,90.15,41.93,39.68,107.05
0.417963,90.23,42.53,40.05,107.48
0.427178,90.75,43.35,40.95,108.59
0.437018,91.28,44.78,42.45,110.17
0.448081,91.95,46.35,44.78,112.29
0.456801,92.85,48.45,47.78,115.11
0.466321,93.9,51.08,50.93,118.4
0.475853,94.95,54.38,54.75,122.35
0.485129,95.78,57.45,59.63,126.6
0.494702,96.45,61.13,65.25,131.52
0.506444,97.13,65.48,71.55,137.26
0.514086,97.43,70.05,78.23,143.24
0.524194,97.2,75.45,85.65,149.92
0.534403,95.78,80.55,93.38,156.14
0.543554,93.75,85.88,101.55,162.71
0.553268,93.75,85.88,101.55,162.71
0.562978,90.68,91.05,109.95,169.12
0.571965,86.55,96.38,118.28,175.41
0.582138,81.3,101.33,126.23,181.13
0.591277,74.62,105.83,133.65,186.09
0.601176,66.68,109.35,140.25,189.93
0.610628,57.83,111.98,145.65,192.6
0.621978,48.3,113.55,149.55,193.89
0.629802,37.73,113.85,152.03,193.64
0.639802,26.93,112.95,153.08,192.13
0.649656,16.12,110.93,152.25,189.06
0.667512,5.55,107.85,149.78,184.65
0.669077,-4.65,104.03,145.88,179.23
0.679253,-13.95,99.45,141.08,173.17
0.696454,-22.35,94.35,135.23,166.39
0.698592,-29.85,89.03,129.08,159.61
0.707156,-36.38,83.18,121.58,151.73
0.716795,-41.93,77.25,113.63,143.65
0.726529,-46.43,71.93,106.35,136.52
0.736628,-50.1,66.53,99.45,129.71
0.747069,-52.8,61.58,93.15,123.52
0.756362,-54.9,57.23,86.85,117.61
0.76543,-56.55,53.55,81.68,112.86
0.786947,-57.38,50.48,76.65,108.24
0.788105,-57.83,48.15,73.28,105.03
0.794722,-57.98,46.35,70.43,102.32
0.804522,-58.2,44.85,68.48,100.44
0.81413,-58.13,44.18,66.53,98.77
0.823277,-57.9,43.65,65.33,97.6
0.833292,-57.9,43.35,65.03,97.26
0.843295,-57.68,43.43,64.95,97.11
0.875737,-57.68,43.43,64.95,97.11
0.877103,-57.6,43.95,65.55,97.7
0.877944,-57.6,45.08,67.05,99.22
0.881266,-57.45,46.35,68.93,100.99
0.891285,-57,48.23,71.48,103.36
0.90057,-56.7,50.33,74.62,106.38
0.911224,-56.4,52.95,78.53,110.23
0.921357,-55.58,56.25,82.95,114.6
0.930055,-54.38,59.85,88.05,119.55
0.939782,-52.8,63.83,93.75,125.1
0.949725,-50.4,68.25,99.83,131.01
0.960686,-47.62,73.05,106.65,137.76
0.993109,-43.88,77.93,113.55,144.54
0.994702,-39.3,83.18,120.53,151.62
0.995439,-33.75,88.35,127.65,158.87
0.996937,-26.93,93.68,134.25,165.9
1.007117,-19.35,98.55,140.55,172.74
1.016295,-10.58,102.75,145.95,178.8
1.026859,-1.28,106.35,149.93,183.82
1.041161,9.23,109.13,152.62,187.85
1.047625,19.95,110.85,153.75,190.59
1.067894,30.98,111.68,153.15,192.06
1.07076,41.85,111.38,150.98,192.22
1.074687,51.98,109.95,147.23,190.96
1.084347,61.35,107.55,142.05,188.44
1.094078,69.6,104.25,135.83,184.83
1.10404,69.6,104.25,135.83,184.83
1.113384,82.95,95.78,120.45,174.82
1.124008,87.75,91.05,112.28,169.1
1.132848,91.35,86.03,104.03,162.99
1.143086,91.35,86.03,104.03,162.99
1.16063,93.83,80.93,95.62,156.51
1.162057,95.33,75.75,87.75,150.08
1.193298,96.3,70.95,80.25,144.04
1.194448,96.68,66.45,73.58,138.47
1.195071,96.6,61.95,67.35,133.06
1.200902,96,58.13,61.88,128.15
1.210226,95.1,54.75,56.85,123.59
1.220298,94.28,51.38,52.35,119.45
1.229909,93.38,48.45,48.75,115.94
1.242697,92.62,46.35,45.45,113.11
1.248892,91.8,44.33,43.12,110.69
1.26226,91.12,43.05,41.18,108.87
1.278545,90.98,42.53,39.75,108
1.279668,90.9,42.23,39.45,107.71
1.287942,90.83,42.23,39.68,107.73
1.297242,90.98,42.83,40.65,108.46
1.307083,91.5,44.18,41.85,109.89
1.316607,91.88,45.23,44.18,111.52
1.326341,92.48,47.03,46.35,113.63
1.337388,93.45,49.28,49.13,116.51
1.346314,94.12,51.75,52.95,119.76
1.355912,94.95,54.75,56.93,123.51
1.365009,96,58.28,61.73,128.15
1.375375,96.45,62.33,67.35,133.13
1.384611,96.9,66.45,73.58,138.63
1.395544,96.98,71.33,80.18,144.64
1.404071,96.75,76.58,87.83,151.45
1.414681,95.55,81.83,96.08,158.29
1.423065,93.15,87.38,104.18,164.81
1.434489,89.93,92.62,112.65,171.34
1.443115,89.93,92.62,112.65,171.34
1.456078,85.43,97.65,120.83,177.29
1.462613,80.03,102.45,128.78,182.98
1.47321,73.05,106.65,136.35,187.89
1.481462,65.25,109.95,142.88,191.73
1.492334,56.03,112.35,147.75,193.88
1.502228,46.05,113.63,151.58,194.95
1.512476,35.55,113.78,153.68,194.49
1.519658,24.6,112.65,154.12,192.48
1.5312,13.65,110.48,153.08,189.27
1.540308,3.08,106.95,150.38,184.55
1.550383,-6.83,102.98,146.03,178.81
1.559207,-16.05,98.33,140.93,172.58
1.569743,-24.38,92.93,134.93,165.63
1.57812,-31.58,87.53,128.03,158.27
1.587716,-37.5,81.98,121.35,151.17
1.597114,-42.38,76.58,114.15,143.84
1.609216,-46.43,71.48,107.48,137.17
1.616633,-49.8,66.75,100.88,130.81
1.627678,-52.35,62.48,94.73,124.97
1.636709,-54.45,58.43,88.95,119.54
1.64689,-55.73,54.98,83.93,114.76
1.65569,-56.78,51.98,79.73,110.82
1.666726,-57.45,49.43,75.83,107.2
1.675376,-58.05,47.55,72.68,104.46
1.68587,-58.35,45.83,70.05,102.04
1.694088,-58.43,44.62,68.03,100.16
1.703748,-58.35,43.73,66.53,98.7
1.71295,-58.2,43.05,65.78,97.81
1.723791,-58.13,43.28,65.78,97.87
1.732373,-57.98,43.73,66.45,98.43
1.743942,-57.98,43.73,66.45,98.43
1.753327,-58.05,44.78,67.88,99.91
1.761932,-57.75,45.98,69.75,101.56
1.77144,-57.38,47.78,72.45,104.04
1.781484,-56.85,50.18,75.83,107.23
1.791689,-56.33,52.95,79.88,111.16
1.801718,-55.73,56.33,84.68,115.96
1.810862,-54.15,59.93,89.78,120.76
1.820093,-52.58,63.98,95.48,126.38
1.830342,-50.1,68.33,101.63,132.31
1.840816,-47.03,73.35,108.53,139.17
1.850002,-43.05,78.53,115.58,146.21
1.859649,-38.1,83.85,122.55,153.3
1.86901,-32.18,89.18,129.45,160.45
1.877883,-24.9,94.35,136.12,167.49
1.887215,-17.03,99.15,142.12,174.13
1.897343,-7.95,103.65,147.23,180.23
1.90759,2.03,107.48,151.05,185.39
1.917873,12.3,110.33,153.38,189.33
1.927153,22.95,112.05,154.12,191.93
1.936215,33.68,112.65,153.15,193.08
1.946603,44.4,112.35,150.75,193.18
1.95595,54.53,110.63,146.55,191.54
1.96603,63.53,107.93,141.23,188.75
1.97536,63.53,107.93,141.23,188.75
1.984034,78.45,100.35,127.13,179.96
1.99396,84.38,95.48,118.95,174.31
2.003839,89.03,90.45,110.63,168.36
2.01446,92.33,85.28,102.45,162.15
2.024035,94.35,79.88,94.35,155.51
2.034046,94.35,79.88,94.35,155.51
2.043421,95.4,74.85,86.85,149.15
2.053185,96.23,70.35,79.43,143.24
2.062681,96.23,65.78,72.53,137.28
2.071922,96,61.05,66.68,131.87
2.08111,95.4,57.53,61.43,127.21
2.09096,94.65,54.08,56.63,122.84
2.100681,93.98,51.15,52.58,119.21
2.110194,93.15,48.75,48.83,115.92
2.120055,92.55,46.65,46.05,113.41
2.13034,91.8,44.62,43.65,111.01
2.139613,91.35,43.43,41.93,109.49
2.152487,91.05,42.83,40.65,108.52
2.158898,90.83,42.23,39.83,107.79
2.168392,90.75,42.15,39.83,107.7
2.177601,90.83,42.45,40.35,108.07
2.18818,91.12,43.05,41.55,109.01
2.196486,91.8,44.03,42.68,110.39
2.208299,92.4,45.68,44.62,112.32
2.218028,93,47.48,47.55,114.73
2.227249,93.83,49.65,50.78,117.67
2.236247,94.88,52.95,55.35,121.94
2.245652,95.62,56.63,60.38,126.47
2.255862,96.23,61.05,66.15,131.77
2.281728,96.75,65.62,72.53,137.58
2.282981,96.53,70.95,79.88,143.98
2.284138,95.85,76.58,87.75,150.83
2.293213,94.5,82.35,95.93,157.84
2.304007,92.1,88.58,104.63,165.15
2.312656,88.5,94.05,113.03,171.62
2.322832,83.93,99.15,121.43,177.81
2.333875,83.93,99.15,121.43,177.81
2.342234,78.23,103.88,129.68,183.64
2.355676,71.1,107.85,136.95,188.26
2.362562,62.7,110.93,143.48,191.89
2.371401,53.4,113.03,148.28,193.94
2.38168,43.35,114.15,151.65,194.7
2.390878,32.7,113.85,153.45,193.85
2.40048,21.75,112.35,153.53,191.48
2.410294,11.03,110.03,151.88,187.86
2.420844,0.38,106.58,148.65,182.91
2.429577,-9.38,102.15,144.23,176.98
2.439822,-18.08,97.43,138.45,170.25
2.453354,-25.88,92.18,132.45,163.43
2.459062,-32.78,86.55,125.85,156.22
2.468327,-38.78,81.08,119.25,149.32
2.477853,-43.58,75.68,112.28,142.24
2.487698,-47.55,70.58,105.68,135.68
2.496979,-50.4,65.85,99.15,129.26
2.507294,-52.65,61.65,93.23,123.55
2.516941,-54.53,57.68,88.05,118.54
2.526498,-55.95,54.38,83.25,114.09
