time,Bx,By,Bz,BT
0.002805,63.15,-132.83,139.65,202.81
0.00551,63.45,-134.7,137.25,202.5
0.014743,63.45,-136.35,135.45,202.4
0.026412,63.45,-137.7,133.73,202.16
0.033499,63.75,-138.75,132.45,202.14
0.044623,63.83,-139.5,131.62,202.14
0.05259,63.83,-140.03,130.8,201.96
0.063044,63.9,-140.1,130.5,201.85
0.071978,63.83,-140.25,130.5,201.93
0.082388,63.83,-139.73,130.95,201.85
0.093393,64.05,-138.9,131.55,201.74
0.101867,64.05,-137.85,132.83,201.86
0.111327,63.83,-136.43,134.4,201.86
0.121728,63.9,-134.93,136.35,202.19
0.132052,63.9,-133.05,138.45,202.37
0.141173,63.83,-130.95,141.23,202.89
0.151879,63.75,-128.62,144,203.33
0.160214,63.45,-126.15,147.15,203.94
0.169361,63,-123.3,150.75,204.69
0.179852,62.4,-120.3,154.35,205.4
0.189227,61.43,-117.3,158.33,206.4
0.199927,59.93,-113.93,162.75,207.5
0.210873,59.93,-113.93,162.75,207.5
0.219155,58.65,-110.55,167.4,209.01
0.227573,56.93,-107.25,171.75,210.34
0.23801,54.9,-103.95,176.85,212.36
0.247511,52.65,-100.5,181.65,214.17
0.257387,49.95,-97.05,186.75,216.31
0.26558,46.65,-93.3,192.15,218.64
0.276386,43.05,-89.7,197.33,220.99
0.285275,39.15,-86.55,202.2,223.4
0.296133,34.65,-83.33,207.15,225.95
0.304344,30.3,-80.25,211.35,228.09
0.315727,25.5,-77.4,215.55,230.44
0.324222,20.85,-75.15,219.23,232.68
0.334975,16.05,-73.43,222.3,234.66
0.343607,11.85,-72.23,224.85,236.46
0.353592,7.8,-71.55,226.8,237.95
0.363371,4.12,-70.65,228.75,239.45
0.373027,1.05,-70.05,230.25,240.67
0.384325,-2.25,-69.75,231.45,241.74
0.39226,-4.58,-69.45,232.35,242.55
0.401414,-6.6,-69.3,233.1,243.27
0.411291,-7.95,-69,233.85,243.95
0.421008,-8.78,-68.85,234,244.08
0.431326,-8.85,-68.55,234.45,244.43
0.441886,-8.78,-68.4,234.45,244.38
0.450996,-8.25,-68.55,234.15,244.12
0.459891,-6.98,-68.7,234.15,244.12
0.470816,-5.25,-68.85,233.4,243.4
0.479984,-3.15,-69.23,232.5,242.61
0.490707,-0.6,-69.75,231.45,241.73
0.499327,2.33,-70.35,229.95,240.48
0.516022,2.33,-70.35,229.95,240.48
0.51807,5.33,-71.33,228.15,239.1
0.527882,8.93,-72.53,226.13,237.64
0.536464,13.05,-73.65,223.8,235.97
0.547818,17.03,-75.3,221.25,234.33
0.556196,21.23,-77.33,218.1,232.37
0.566944,25.35,-79.35,214.73,230.32
0.576232,29.33,-81.75,211.05,228.22
0.586463,33.53,-84.3,207.15,226.14
0.59492,37.5,-87.15,202.95,224.03
0.61535,41.25,-90,198.23,221.57
0.616408,44.55,-93.23,193.5,219.36
0.625599,47.85,-96.45,188.4,216.99
0.634017,50.55,-99.45,183.75,214.96
0.644152,53.1,-102.83,178.95,213.11
0.652498,55.5,-106.35,174.23,211.53
0.663764,57.3,-109.95,169.5,210.01
0.671963,58.95,-113.25,165,208.63
0.683358,60.45,-116.55,160.8,207.59
0.691817,61.35,-119.93,156.75,206.68
0.701615,62.03,-123.15,152.7,205.74
0.711859,62.85,-125.93,149.1,205.03
0.722904,63.23,-128.4,145.65,204.2
0.731653,63.45,-130.73,142.43,203.47
0.743452,63.75,-132.83,139.8,203.1
0.750799,63.9,-134.85,137.33,202.8
0.765438,63.83,-136.35,135.53,202.56
0.768876,64.05,-137.62,133.95,202.45
0.779671,64.12,-138.3,132.83,202.19
0.788749,63.9,-139.35,131.7,202.11
0.799243,63.9,-139.35,131.7,202.11
0.808068,63.83,-140.03,131.03,202.11
