time,Bx,By,Bz,BT
0.002551,736.35,1431.75,1427.48,2151.7
0.010278,736.35,1431.75,1427.48,2151.7
0.012438,734.48,1431.75,1428.45,2151.7
0.029724,732.75,1431.75,1429.05,2151.51
0.033975,731.48,1431.98,1429.95,2151.83
0.041182,730.12,1431.98,1430.78,2151.92
0.051319,729,1431.98,1431.23,2151.84
0.060931,728.1,1431.75,1431.75,2151.73
0.070605,727.58,1431.75,1432.28,2151.9
0.080591,726.9,1431.75,1432.73,2151.97
0.090421,726.75,1431.75,1432.95,2152.07
0.099201,726.98,1431.75,1433.48,2152.5
0.109718,727.05,1431.75,1433.25,2152.37
0.11932,727.58,1431.75,1433.33,2152.6
0.128747,728.4,1431.68,1433.48,2152.93
0.138322,729.15,1431.83,1432.95,2152.93
0.148013,729.98,1431.68,1432.58,2152.87
0.158818,731.25,1431.45,1432.05,2152.8
0.174817,732.6,1431.53,1431.45,2152.91
0.177238,733.95,1431.45,1430.48,2152.67
0.186888,735.75,1431.45,1429.65,2152.74
0.196332,737.48,1431.45,1428.08,2152.28
0.206519,739.28,1431.45,1426.35,2151.76
0.216758,741.38,1431.23,1424.78,2151.28
0.226083,743.55,1431.15,1422.75,2150.65
0.234724,746.03,1431.08,1420.35,2149.87
0.245687,748.28,1430.55,1417.95,2148.71
0.254318,750.3,1430.18,1415.48,2147.54
0.264426,752.4,1429.65,1412.85,2146.19
0.274352,754.73,1429.28,1410.15,2144.98
0.283919,757.05,1428.75,1407.08,2143.43
0.293034,757.05,1428.75,1407.08,2143.43
0.302959,759.15,1428.38,1403.85,2141.81
0.312435,760.88,1427.78,1400.62,2139.91
0.322844,762.3,1426.95,1397.48,2137.81
0.332606,763.65,1426.05,1394.25,2135.58
0.342506,765.3,1425.38,1391.03,2133.62
0.351026,766.35,1424.62,1387.95,2131.49
0.36132,767.1,1423.95,1385.03,2129.41
0.374826,767.55,1423.35,1382.55,2127.56
0.381368,768.08,1422.45,1379.93,2125.44
0.390556,768.68,1421.78,1377.45,2123.6
0.400769,768.98,1421.33,1374.83,2121.7
0.409799,769.58,1420.95,1372.65,2120.26
0.419826,769.88,1420.35,1370.55,2118.61
0.428539,770.25,1419.45,1368.15,2116.59
0.438629,770.63,1418.78,1366.28,2115.06
0.447704,771.08,1418.25,1364.25,2113.57
0.457958,771.08,1417.65,1362.68,2112.15
0.474075,771.38,1417.35,1361.25,2111.14
0.477228,771.75,1416.98,1360.05,2110.25
0.488112,771.53,1416.53,1358.62,2108.95
0.496362,771.45,1416.15,1357.65,2108.04
0.506627,771.6,1416.15,1356.75,2107.51
0.515494,771.68,1416.15,1356.15,2107.16
0.524916,771.53,1415.85,1355.18,2106.27
0.535669,771.6,1415.85,1354.73,2106.01
0.544584,771.38,1415.62,1354.12,2105.39
0.555497,771.23,1415.55,1353.98,2105.19
0.563977,771.53,1415.55,1353.75,2105.15
0.575748,771.53,1415.62,1353.75,2105.2
0.582955,771.15,1415.78,1353.98,2105.31
0.593972,771.15,1415.78,1353.98,2105.31
0.601976,770.93,1415.85,1354.28,2105.47
0.612844,771,1416.15,1354.95,2106.14
0.621753,771.15,1416.45,1355.78,2106.92
0.632849,771.23,1416.75,1356.68,2107.73
0.642072,771.08,1417.12,1357.65,2108.56
0.651979,771.08,1417.43,1358.85,2109.53
