time,Bx,By,Bz,BT
0.00261,-69.68,-118.05,137.55,194.19
0.011613,-71.25,-117.9,137.55,194.67
0.013918,-72.75,-117.83,137.62,195.23
0.025088,-73.95,-117.53,137.62,195.5
0.032314,-74.85,-117.45,137.62,195.8
0.043179,-75.3,-117.23,137.7,195.89
0.052223,-75.68,-117.15,138,196.2
0.065083,-75.75,-117,137.93,196.09
0.0716,-75.75,-116.85,138.15,196.16
0.082275,-75.45,-116.85,138.15,196.04
0.090774,-74.78,-116.7,138.15,195.69
0.102307,-73.8,-116.55,138.15,195.23
0.110271,-72.98,-116.7,138.23,195.07
0.120834,-72,-117,138,194.72
0.129642,-70.65,-117.45,137.93,194.45
0.140283,-69.08,-117.75,137.85,194.01
0.150081,-67.05,-118.13,137.55,193.31
0.158879,-64.95,-118.65,136.95,192.49
0.169386,-62.85,-119.25,136.5,191.84
0.178188,-60.68,-120.15,135.45,190.96
0.18873,-58.35,-121.2,134.55,190.26
0.198905,-55.8,-122.25,133.65,189.53
0.206836,-53.18,-123.15,132.15,188.3
0.219036,-50.78,-124.65,130.5,187.47
0.22797,-48.38,-126.15,128.85,186.7
0.236722,-46.28,-127.65,127.5,186.26
0.246925,-44.18,-129.45,125.55,185.67
0.256927,-42.15,-131.03,123.75,185.09
0.265537,-40.05,-132.75,121.73,184.51
0.27648,-40.05,-132.75,121.73,184.51
0.292325,-38.25,-134.55,119.4,183.91
0.294836,-36.75,-136.5,117.15,183.59
0.304564,-35.48,-138.45,115.13,183.52
0.313652,-34.28,-140.4,112.95,183.42
0.322968,-33.15,-142.5,110.55,183.38
0.333203,-32.25,-144.15,108.45,183.25
0.342701,-31.58,-146.03,106.43,183.43
0.352863,-31.05,-147.75,104.55,183.64
0.361969,-30.75,-149.55,102.9,184.12
0.372202,-30.3,-150.83,101.25,184.17
0.381899,-30,-152.33,99.6,184.45
0.392416,-29.85,-153.6,98.25,184.76
0.401321,-29.55,-154.65,97.05,184.96
0.410882,-29.4,-155.85,95.85,185.31
0.422884,-29.48,-156.6,94.73,185.38
0.431232,-29.1,-157.35,93.75,185.46
0.445107,-28.95,-157.95,93.15,185.64
0.449049,-28.88,-158.55,92.93,186.03
0.458874,-28.65,-158.55,92.55,185.81
0.46837,-28.8,-158.7,92.25,185.81
0.47836,-28.65,-158.85,92.1,185.84
0.488169,-28.88,-158.62,92.25,185.76
0.497509,-28.65,-158.55,92.55,185.81
0.507935,-28.65,-158.55,92.85,185.96
0.518447,-28.65,-158.33,93.23,185.95
0.527684,-28.65,-158.03,93.53,185.85
0.538403,-28.8,-157.65,94.05,185.82
0.546987,-28.8,-157.05,94.8,185.69
0.559665,-28.95,-156.15,95.85,185.49
0.567763,-28.95,-156.15,95.85,185.49
0.575728,-28.95,-155.55,97.05,185.61
0.591922,-29.18,-154.65,98.33,185.57
0.593673,-29.55,-153.45,99.53,185.27
0.603758,-29.78,-151.73,101.1,184.74
0.614092,-30.3,-150.23,102.83,184.55
0.624508,-30.9,-148.65,104.85,184.51
0.634132,-31.35,-147.23,106.73,184.52
0.64343,-32.18,-145.65,108.75,184.6
0.653654,-33.15,-143.55,110.4,184.1
