time,Bx,By,Bz,BT
0.002219,-29.18,-92.33,165.3,191.57
0.00499,-31.8,-88.2,170.4,194.49
0.01037,-34.65,-83.85,175.43,197.5
0.018876,-37.95,-79.73,180.53,200.96
0.028292,-41.55,-75.75,185.25,204.41
0.040793,-45.45,-72,189.6,207.84
0.047822,-49.65,-68.25,193.95,211.52
0.057682,-54.15,-64.73,197.85,215.1
0.067249,-59.25,-61.65,201.83,219.19
0.077052,-64.2,-58.8,205.05,222.77
0.087655,-69.15,-56.25,208.05,226.34
0.096388,-74.55,-54.3,210.45,229.77
0.105558,-79.65,-52.73,212.33,232.82
0.116098,-84.75,-51.3,214.13,235.93
0.125458,-89.85,-50.63,215.33,238.75
0.135246,-94.65,-50.03,216.6,241.61
0.145075,-98.7,-49.5,217.35,243.79
0.154916,-98.7,-49.5,217.35,243.79
0.16422,-102.75,-49.35,217.73,245.76
0.174899,-106.2,-49.13,218.1,247.51
0.184218,-109.2,-49.2,218.03,248.76
0.194142,-111.98,-49.2,218.33,250.25
0.205615,-114.08,-49.35,218.55,251.42
0.213344,-115.88,-49.2,218.93,252.54
0.224292,-117,-49.35,218.85,253.02
0.234591,-117.75,-49.43,218.93,253.45
0.255536,-117.68,-49.43,219.15,253.61
0.256214,-117.3,-49.43,219.15,253.43
0.261298,-116.48,-49.35,219.45,253.3
0.271411,-114.9,-49.05,219.45,252.52
0.280504,-112.95,-48.9,219.23,251.41
0.291018,-110.48,-49.13,218.7,249.9
0.29922,-107.55,-49.35,218.4,248.4
0.312551,-104.1,-49.43,217.73,246.34
0.319771,-100.5,-49.8,217.05,244.32
0.329619,-96.38,-50.55,216.23,242.07
0.339206,-91.65,-51.23,215.1,239.36
0.349789,-86.85,-52.35,213.6,236.45
0.35924,-81.9,-53.85,211.73,233.31
0.368703,-76.65,-55.35,209.63,229.96
0.37974,-71.55,-57.45,207.15,226.56
0.395407,-66.45,-59.85,204.3,223.02
0.397022,-61.58,-62.7,200.85,219.23
0.407163,-56.78,-65.7,197.03,215.31
0.416046,-51.75,-69.53,192.45,211.07
0.426755,-47.25,-73.8,187.65,207.1
0.434994,-42.75,-78,182.62,203.13
0.445404,-38.78,-82.5,177.15,199.23
0.455613,-38.78,-82.5,177.15,199.23
0.465526,-35.25,-86.93,171.53,195.5
